SalePrice,House.Style,Overall.Qual,Overall.Cond,Year.Built,Foundation,Bedroom.AbvGr,Yr.Sold,Sale.Condition,
154000,1Story,5,6,1966,CBlock,3,2009,Normal,
177500,2Story,5,6,1965,CBlock,4,2009,Normal,
158000,SLvl,6,6,1964,CBlock,3,2009,Normal,
124500,1Story,5,6,1959,CBlock,3,2009,Normal,
174500,SLvl,6,6,1961,CBlock,4,2009,Normal,
122000,1Story,5,5,1955,CBlock,2,2009,Normal,
82500,1Story,4,7,1940,CBlock,2,2009,Normal,
110000,1.5Fin,5,4,1950,CBlock,3,2009,Normal,
175000,1Story,6,5,1967,CBlock,2,2009,Normal,
167000,1Story,6,5,1953,CBlock,3,2009,Normal,
128900,1Story,5,6,1956,CBlock,2,2009,Normal,
140000,1.5Fin,6,8,1950,CBlock,3,2009,Normal,
147000,1Story,5,7,1950,CBlock,3,2009,Normal,
124000,1Story,5,5,1967,CBlock,4,2009,Normal,
187500,1Story,6,6,1961,CBlock,3,2009,Normal,
256000,1Story,6,8,1966,CBlock,2,2009,Normal,
205000,2Story,7,6,1965,CBlock,3,2009,Normal,
193500,2Story,6,6,1968,CBlock,4,2009,Normal,
110000,1Story,6,3,1968,CBlock,2,2009,Normal,
104900,1.5Fin,4,4,1920,BrkTil,4,2009,Normal,
150000,1Story,5,7,1956,CBlock,3,2009,Normal,
156500,1Story,6,3,1957,CBlock,3,2009,Normal,
149500,1Story,6,8,1959,CBlock,3,2009,Normal,
139000,1Story,6,6,1958,CBlock,3,2009,Normal,
155000,1Story,6,7,1958,CBlock,3,2009,Normal,
120000,1Story,5,5,1956,CBlock,3,2009,Abnorml,
144000,1Story,4,5,1956,CBlock,3,2009,Family,
176000,SLvl,6,5,1962,CBlock,3,2009,Normal,
135000,1Story,5,4,1958,PConc,4,2009,Normal,
131000,1Story,6,7,1954,CBlock,3,2009,Normal,
123000,1Story,5,6,1953,PConc,3,2009,Normal,
126000,1Story,5,5,1951,CBlock,2,2009,Normal,
115000,1Story,4,5,1955,CBlock,2,2009,Normal,
164900,1Story,5,7,1951,CBlock,2,2009,Normal,
113000,1Story,5,6,1945,CBlock,2,2009,Normal,
95000,2Story,3,5,1900,CBlock,3,2009,Abnorml,
152500,2Story,7,7,1948,CBlock,3,2009,Normal,
129900,1Story,5,6,1950,CBlock,3,2009,Normal,
132000,1Story,6,6,1948,CBlock,2,2009,Normal,
99900,1Story,3,5,1958,CBlock,2,2009,Normal,
135000,1.5Fin,5,7,1916,CBlock,3,2009,Normal,
149000,2Story,5,7,1939,BrkTil,4,2009,Normal,
114000,2Story,4,8,1900,BrkTil,2,2009,Normal,
109500,1Story,5,8,1924,BrkTil,2,2009,Normal,
125000,1Story,5,7,1925,BrkTil,3,2009,Normal,
142900,1.5Fin,4,5,1915,BrkTil,3,2009,Normal,
156500,2Story,7,9,1910,PConc,4,2009,Normal,
59000,1Story,2,5,1940,PConc,2,2009,Normal,
105000,1.5Fin,4,6,1920,PConc,2,2009,Normal,
106000,1Story,5,7,1920,BrkTil,2,2009,Normal,
78500,1Story,3,5,1890,BrkTil,1,2009,Normal,
190000,2Story,6,5,1969,CBlock,6,2009,Normal,
154000,1Story,6,7,1963,CBlock,3,2009,Normal,
163000,1Story,6,4,1967,CBlock,3,2009,Normal,
200000,2Story,5,5,1969,CBlock,6,2009,Normal,
143500,1Story,6,9,1958,CBlock,2,2009,Normal,
153000,1Story,5,7,1957,CBlock,2,2009,Normal,
157500,1Story,6,5,1960,CBlock,3,2009,Normal,
113500,1Story,6,6,1958,CBlock,2,2009,Normal,
92900,1Story,3,4,1950,Slab,2,2009,Normal,
128500,1.5Fin,6,5,1950,CBlock,3,2009,Abnorml,
90000,1Story,4,5,1949,Slab,2,2009,Normal,
128000,1Story,5,6,1958,CBlock,3,2009,Normal,
139000,1Story,5,6,1958,CBlock,3,2009,Abnorml,
138000,SLvl,5,5,1959,CBlock,3,2009,Normal,
132500,1Story,5,5,1959,CBlock,3,2009,Normal,
133500,1.5Fin,4,7,1949,CBlock,4,2009,Normal,
144750,2Story,6,5,1964,CBlock,4,2009,Normal,
145000,SFoyer,5,7,1978,CBlock,2,2009,Normal,
127000,1Story,6,6,1963,CBlock,3,2009,Normal,
115000,1.5Fin,6,8,1926,CBlock,3,2009,Normal,
110000,2Story,5,6,1910,PConc,2,2009,Normal,
128900,1.5Fin,6,8,1935,PConc,3,2009,Normal,
103500,2Story,6,5,1910,CBlock,4,2009,Normal,
66500,1.5Fin,5,6,1941,CBlock,3,2009,Abnorml,
130000,1.5Fin,5,8,1910,CBlock,3,2009,Normal,
129000,2Story,5,8,1910,CBlock,3,2009,Normal,
150000,2Story,5,6,1939,BrkTil,3,2009,Normal,
94550,2Story,4,6,1920,BrkTil,4,2009,Normal,
124500,2Story,5,5,1952,CBlock,4,2009,Normal,
135000,2Story,7,8,1946,CBlock,3,2009,Normal,
93000,1Story,4,4,1953,CBlock,2,2009,Normal,
129500,1.5Fin,5,7,1950,CBlock,3,2009,Normal,
93000,1.5Fin,5,4,1954,CBlock,3,2009,Normal,
45000,1Story,2,4,1940,BrkTil,1,2009,Normal,
91300,1Story,5,8,1938,BrkTil,2,2009,Normal,
99500,1Story,5,8,1923,PConc,2,2009,Normal,
113000,2Story,4,5,1920,BrkTil,2,2009,Partial,
87500,2Story,4,4,1910,BrkTil,3,2009,Normal,
110000,1.5Fin,5,7,1947,CBlock,2,2009,Normal,
106000,2.5Unf,5,5,1898,PConc,2,2009,Normal,
265979,2Story,7,7,1880,Stone,4,2009,Normal,
119000,2Story,6,7,1917,BrkTil,3,2009,Normal,
168000,2Story,8,9,1882,BrkTil,4,2009,Normal,
58500,1Story,4,3,1910,BrkTil,2,2009,Normal,
143000,2Story,7,9,1920,PConc,3,2009,Normal,
85000,1Story,5,4,1910,BrkTil,2,2009,Normal,
124900,1.5Fin,5,6,1890,BrkTil,2,2009,Normal,
146500,2Story,6,7,1910,PConc,4,2009,Normal,
34900,1Story,4,5,1920,CBlock,2,2009,Abnorml,
44000,1Story,3,3,1900,CBlock,2,2009,Abnorml,
223500,2Story,5,6,1923,CBlock,3,2009,Normal,
205000,1.5Fin,7,7,1925,BrkTil,3,2009,Normal,
137000,1.5Fin,5,7,1930,CBlock,3,2009,Normal,
121000,1.5Unf,6,6,1916,BrkTil,2,2009,Normal,
128000,1.5Fin,4,6,1936,BrkTil,3,2009,Normal,
134900,1.5Fin,6,9,1937,BrkTil,2,2009,Normal,
117000,1.5Fin,5,8,1925,BrkTil,3,2009,Normal,
93000,1.5Fin,5,5,1924,BrkTil,3,2009,Normal,
119000,1.5Unf,6,7,1926,PConc,2,2009,Normal,
100000,1Story,5,5,1924,PConc,2,2009,Normal,
141500,1.5Fin,5,6,1936,BrkTil,3,2009,Normal,
60000,1Story,2,3,1936,BrkTil,1,2009,Normal,
105000,1Story,5,7,1931,BrkTil,2,2009,Normal,
115000,1Story,5,6,1925,BrkTil,2,2009,Abnorml,
150000,1.5Fin,5,6,1938,BrkTil,3,2009,Normal,
126500,1Story,5,5,1925,BrkTil,2,2009,Normal,
214500,2.5Unf,6,6,1916,BrkTil,5,2009,Normal,
167500,2Story,7,8,1910,BrkTil,3,2009,Normal,
155000,2Story,6,6,1915,PConc,3,2009,Normal,
155000,2Story,7,8,1915,PConc,4,2009,Normal,
179900,2Story,7,8,1915,BrkTil,3,2009,Normal,
104000,2.5Fin,6,6,1912,CBlock,5,2009,Abnorml,
62500,2Story,5,1,1922,BrkTil,4,2009,Abnorml,
149000,2Story,6,5,1927,CBlock,4,2009,Normal,
123000,2Story,6,7,1915,BrkTil,3,2009,Normal,
135000,1.5Fin,6,6,1927,BrkTil,3,2009,Normal,
70000,SFoyer,4,6,1923,PConc,1,2009,Abnorml,
116000,2Story,6,7,1915,CBlock,3,2009,Normal,
179000,1Story,5,5,1987,CBlock,3,2009,Alloca,
179000,1Story,5,5,1987,CBlock,3,2009,Alloca,
61000,1Story,1,1,1922,BrkTil,1,2009,Normal,
103600,2Story,6,6,1925,BrkTil,3,2009,Normal,
63000,1.5Fin,5,3,1934,PConc,4,2009,Normal,
139000,1Story,5,6,1963,PConc,3,2009,Normal,
113500,1Story,5,6,1967,CBlock,3,2009,Abnorml,
130000,1Story,5,7,1967,PConc,3,2009,Normal,
149900,SFoyer,6,5,1978,CBlock,3,2009,Normal,
137000,SFoyer,5,6,1982,CBlock,2,2009,Normal,
165000,SLvl,5,5,1961,CBlock,4,2009,Normal,
148000,SLvl,6,5,1960,CBlock,3,2009,Normal,
165000,SLvl,5,5,1956,CBlock,4,2009,Normal,
63900,1Story,2,2,1947,Slab,2,2009,Normal,
161500,1.5Fin,4,5,1957,CBlock,5,2009,Normal,
143000,1Story,5,8,1968,CBlock,1,2009,Partial,
135000,1Story,4,6,1956,CBlock,3,2009,Normal,
82500,1Story,4,5,1940,CBlock,1,2009,Normal,
139600,1Story,3,5,1955,Slab,4,2009,Normal,
122000,1Story,4,5,1954,CBlock,2,2009,Normal,
121500,1Story,5,5,1956,CBlock,2,2009,Normal,
60000,1Story,5,3,1958,CBlock,3,2009,Abnorml,
113000,1Story,4,6,1941,CBlock,2,2009,Normal,
125000,1Story,5,6,1954,CBlock,3,2009,Normal,
84000,1Story,4,3,1957,Slab,3,2009,Normal,
139500,1Story,5,5,1984,CBlock,2,2009,Normal,
131000,1.5Fin,5,4,1949,CBlock,3,2009,Normal,
105000,1.5Fin,6,5,1939,BrkTil,2,2009,Normal,
108000,2Story,4,5,1940,CBlock,4,2009,Normal,
162000,SLvl,7,6,1990,PConc,1,2009,Normal,
156500,SLvl,6,5,1983,CBlock,2,2009,Normal,
316600,1.5Fin,8,8,1983,CBlock,1,2009,Normal,
271900,1Story,7,7,1990,CBlock,3,2009,Normal,
213000,2Story,7,5,1993,PConc,3,2009,Normal,
239900,2Story,7,5,1993,PConc,3,2009,Normal,
239500,2Story,8,5,1995,PConc,3,2009,Normal,
131000,2Story,5,7,1880,PConc,4,2009,Normal,
118964,1Story,5,5,1979,Slab,4,2009,Alloca,
153337,SFoyer,5,5,1979,CBlock,2,2009,Alloca,
147983,2Story,5,5,1979,Slab,6,2009,Alloca,
118858,1Story,5,5,1979,Slab,4,2009,Alloca,
148325,SFoyer,5,5,1979,CBlock,2,2009,Alloca,
113722,1Story,5,5,1979,Slab,4,2009,Alloca,
269500,2Story,7,5,2000,PConc,6,2009,Normal,
269500,2Story,7,5,2000,PConc,6,2009,Normal,
323262,1Story,9,5,2009,PConc,1,2009,Partial,
297000,1Story,8,5,2007,PConc,3,2009,Normal,
295493,1Story,8,5,2008,PConc,3,2009,Normal,
332000,1Story,9,5,2008,PConc,3,2009,Normal,
239900,1Story,8,5,2008,PConc,3,2009,Normal,
272500,1Story,8,5,2007,PConc,3,2009,Normal,
220000,1Story,7,5,2006,PConc,3,2009,Abnorml,
200000,1Story,7,5,2007,PConc,2,2009,Normal,
221800,1Story,8,5,2008,PConc,2,2009,Normal,
194500,1Story,7,5,2007,PConc,2,2009,Normal,
237000,1Story,8,5,2005,PConc,3,2009,Normal,
173000,2Story,6,5,2005,PConc,3,2009,Normal,
275000,SLvl,7,5,1989,PConc,2,2009,Normal,
233500,2Story,7,5,1992,PConc,3,2009,Normal,
185000,2Story,5,5,1967,PConc,3,2009,Abnorml,
152000,1Story,5,5,1996,PConc,3,2009,Normal,
143000,1Story,5,7,1994,PConc,3,2009,Normal,
212000,2Story,7,6,1996,PConc,3,2009,Normal,
207000,1Story,7,5,1998,PConc,3,2009,Normal,
145000,1Story,5,5,1994,PConc,3,2009,Normal,
197900,2Story,7,5,1998,PConc,3,2009,Normal,
204000,1Story,7,5,1999,PConc,3,2009,Normal,
192000,1Story,7,5,1999,PConc,3,2009,Normal,
200000,2Story,6,5,1998,PConc,3,2009,Normal,
195000,2Story,7,5,2002,PConc,3,2009,Normal,
227000,1Story,7,5,2002,PConc,3,2009,Normal,
230000,2Story,7,5,2001,PConc,3,2009,Normal,
187100,1Story,7,5,2001,PConc,3,2009,Normal,
201000,1Story,7,5,2001,PConc,3,2009,Family,
124000,1Story,5,5,1978,CBlock,3,2009,Normal,
140000,1Story,5,5,1978,BrkTil,3,2009,Normal,
134900,1Story,5,7,1979,CBlock,2,2009,Normal,
150500,1Story,5,7,1977,CBlock,3,2009,Normal,
143500,1Story,5,7,1977,CBlock,3,2009,Normal,
133500,1Story,5,6,1972,CBlock,3,2009,Normal,
123000,1Story,5,5,1972,CBlock,2,2009,Normal,
133000,SFoyer,5,7,1972,CBlock,2,2009,Normal,
250000,1Story,7,5,2002,PConc,3,2009,Normal,
254750,2Story,8,5,2003,PConc,4,2009,Normal,
236500,1Story,8,5,2001,PConc,3,2009,Normal,
261500,2Story,8,5,2001,PConc,3,2009,Normal,
313000,2Story,9,5,2000,PConc,3,2009,Normal,
198500,2Story,7,5,2002,PConc,3,2009,Normal,
211000,2Story,7,5,2001,PConc,3,2009,Normal,
203000,1Story,7,5,1996,PConc,3,2009,Normal,
279500,1Story,8,5,2002,PConc,3,2009,Normal,
219500,2Story,7,5,1997,PConc,3,2009,Normal,
191000,2Story,7,5,1996,PConc,2,2009,Normal,
178000,1Story,7,5,2001,PConc,3,2009,Normal,
213000,1Story,7,5,2000,PConc,3,2009,Normal,
144000,1Story,6,5,2003,PConc,1,2009,Normal,
140000,1Story,6,5,2003,PConc,1,2009,Normal,
293200,1Story,8,5,2007,PConc,3,2009,Normal,
190000,2Story,7,5,2004,PConc,3,2009,Normal,
167000,1Story,5,7,1964,PConc,3,2009,Normal,
100000,1Story,4,6,1938,CBlock,2,2009,Normal,
198500,SFoyer,7,5,2003,Slab,4,2009,Normal,
159500,2Story,6,6,1977,CBlock,3,2009,Normal,
127000,1Story,4,6,1960,CBlock,3,2009,Normal,
125000,SLvl,6,6,1976,CBlock,3,2009,Abnorml,
320000,1Story,9,5,2007,PConc,3,2009,Normal,
85000,1Story,4,5,1959,CBlock,3,2009,Normal,
120000,1Story,5,5,1950,CBlock,3,2009,Normal,
98000,1.5Fin,4,3,1945,Slab,4,2009,Normal,
99900,1Story,5,8,1922,PConc,2,2009,Normal,
82000,1Story,3,3,1952,Slab,2,2009,Normal,
119900,1Story,5,5,1959,CBlock,6,2009,Normal,
103500,1Story,5,5,1956,CBlock,2,2009,Normal,
112000,1Story,4,3,1956,CBlock,3,2009,Abnorml,
110000,1.5Fin,6,8,1920,BrkTil,3,2009,Normal,
117000,1.5Fin,5,5,1941,CBlock,3,2009,Normal,
160000,1.5Fin,5,4,1938,PConc,3,2009,Abnorml,
159434,1.5Fin,5,5,1932,BrkTil,3,2009,Abnorml,
60000,1Story,2,5,1920,CBlock,1,2009,Normal,
139500,1.5Fin,6,7,1940,BrkTil,3,2009,Normal,
135000,1.5Fin,4,3,1928,BrkTil,4,2009,Normal,
147500,1Story,6,8,1916,BrkTil,3,2009,Normal,
155000,2Story,7,9,1936,PConc,3,2009,Normal,
177000,1.5Fin,6,6,1928,BrkTil,3,2009,Normal,
145000,1.5Fin,7,7,1928,BrkTil,3,2009,Normal,
137000,2Story,7,8,1918,BrkTil,3,2009,Normal,
234000,2Story,7,9,1926,BrkTil,3,2009,Normal,
205000,1.5Fin,5,6,1940,CBlock,2,2009,Normal,
177500,2Story,6,7,1942,CBlock,3,2009,Normal,
160000,1.5Fin,5,7,1940,BrkTil,2,2009,Normal,
163500,1Story,5,7,1921,BrkTil,2,2009,Normal,
154900,1.5Fin,5,6,1921,BrkTil,3,2009,Normal,
205000,2.5Unf,7,6,1940,BrkTil,5,2009,Normal,
144800,1Story,5,6,1954,BrkTil,2,2009,Family,
174500,2Story,7,7,1941,CBlock,3,2009,Normal,
193000,1Story,6,6,1960,CBlock,3,2009,Normal,
158000,1.5Fin,5,7,1949,BrkTil,3,2009,Normal,
158500,1Story,6,8,1950,CBlock,3,2009,Family,
224000,1Story,6,5,1954,PConc,3,2009,Normal,
115000,2Story,6,6,1980,CBlock,2,2009,Normal,
137000,2Story,6,6,1980,CBlock,2,2009,Normal,
121000,2Story,6,6,1980,CBlock,2,2009,Normal,
208000,SLvl,6,6,1986,CBlock,3,2009,Normal,
315000,1Story,7,9,1971,CBlock,3,2009,Normal,
222000,1Story,6,9,1988,CBlock,3,2009,Normal,
147000,2Story,5,7,1920,CBlock,3,2009,Normal,
123000,2Story,5,6,1900,BrkTil,5,2009,Normal,
78000,2Story,5,5,1920,PConc,3,2009,Normal,
85000,1.5Fin,3,2,1915,CBlock,2,2009,Abnorml,
75000,1Story,4,6,1925,BrkTil,2,2009,Normal,
230000,1Story,8,5,2007,PConc,2,2009,Partial,
57625,1Story,2,4,1910,CBlock,1,2009,Normal,
251000,2Story,8,5,2000,PConc,3,2009,Normal,
239686,1.5Fin,7,5,2003,PConc,1,2009,Abnorml,
240000,1Story,7,5,2004,PConc,3,2009,Normal,
215000,2Story,6,5,2001,PConc,3,2009,Normal,
156450,SFoyer,6,6,1977,CBlock,2,2009,Normal,
173000,SFoyer,6,7,1977,CBlock,2,2009,Normal,
126000,1.5Fin,5,5,1977,CBlock,4,2009,Normal,
173000,SLvl,7,5,1990,PConc,3,2009,Normal,
152000,1Story,5,5,1991,PConc,2,2009,Abnorml,
137500,SLvl,6,6,1958,CBlock,3,2009,Abnorml,
315500,1Story,9,5,2007,PConc,2,2009,Normal,
224500,2Story,7,5,2009,PConc,3,2009,Partial,
316500,1Story,9,5,2008,PConc,3,2009,Normal,
201000,1Story,8,5,2007,PConc,3,2009,Normal,
175000,1Story,6,5,1988,CBlock,3,2009,Normal,
204000,2Story,6,8,1980,PConc,3,2009,Normal,
213500,SLvl,7,5,1987,PConc,3,2009,Normal,
220000,1Story,8,5,2001,PConc,2,2009,Normal,
170000,2Story,7,5,2003,PConc,3,2009,Abnorml,
315000,1Story,9,5,2006,PConc,2,2009,Normal,
425000,1Story,9,5,2007,PConc,2,2009,Normal,
139500,1Story,5,7,1968,CBlock,3,2009,Normal,
115000,1Story,5,4,1960,Slab,3,2009,Normal,
165000,1Story,6,5,1999,PConc,2,2009,Normal,
91000,SLvl,4,5,1973,CBlock,2,2009,Normal,
130000,1Story,5,6,1968,CBlock,3,2009,Normal,
86000,SFoyer,4,8,1970,CBlock,1,2009,Normal,
160000,1Story,5,5,1969,CBlock,3,2009,Normal,
80000,SFoyer,4,4,1970,CBlock,1,2009,Normal,
97000,2Story,4,6,1970,CBlock,3,2009,Normal,
88000,2Story,4,4,1970,CBlock,3,2009,Normal,
131900,SFoyer,5,8,1972,CBlock,2,2009,Normal,
131250,SLvl,6,5,1993,CBlock,2,2009,Normal,
165500,SFoyer,5,6,1978,PConc,1,2009,Normal,
112000,1Story,5,5,1985,CBlock,3,2009,Normal,
149000,SFoyer,5,6,1992,PConc,2,2009,Normal,
130000,2Story,5,5,1992,PConc,3,2009,Normal,
196000,1Story,6,5,1977,PConc,2,2009,Normal,
173000,2Story,5,7,1969,CBlock,4,2009,Normal,
176500,1Story,6,8,1958,CBlock,3,2008,Normal,
237500,1Story,6,7,1970,CBlock,4,2008,Normal,
206900,2Story,6,5,1969,CBlock,4,2008,Normal,
165000,2Story,6,5,1995,PConc,3,2008,Normal,
192000,2Story,6,5,1998,PConc,3,2008,Normal,
173000,2Story,6,5,1996,PConc,3,2008,Normal,
175000,2Story,7,5,1996,PConc,3,2008,Normal,
180000,1Story,8,5,1993,PConc,2,2008,Normal,
180000,1Story,8,5,1992,PConc,2,2008,Normal,
183000,2Story,6,5,1998,PConc,3,2008,Family,
188000,2Story,6,5,1995,PConc,3,2008,Normal,
194500,2Story,7,5,1994,PConc,3,2008,Normal,
185000,2Story,6,5,1991,PConc,3,2008,Normal,
189000,1Story,8,5,1988,PConc,2,2008,Normal,
188500,1Story,8,5,1989,PConc,2,2008,Normal,
355000,2Story,8,5,2005,PConc,5,2008,Normal,
387000,1Story,9,5,2004,PConc,2,2008,Normal,
115000,1Story,6,2,1952,CBlock,3,2008,Normal,
334000,1Story,9,5,2007,PConc,2,2008,Normal,
215000,2Story,7,6,1986,CBlock,3,2008,Normal,
226500,1Story,7,6,1988,CBlock,2,2008,Normal,
175500,1Story,6,6,1981,CBlock,3,2008,Normal,
181900,1Story,7,7,1983,CBlock,3,2008,Normal,
220000,1Story,7,5,1979,CBlock,3,2008,Normal,
272000,2Story,6,7,1977,CBlock,4,2008,Normal,
161000,1Story,6,5,1976,PConc,3,2008,Normal,
175000,1Story,5,6,1977,PConc,3,2008,Abnorml,
146900,2Story,5,6,1969,CBlock,3,2008,Normal,
292500,2Story,7,7,1978,PConc,4,2008,Normal,
180000,1Story,6,5,1976,CBlock,3,2008,Abnorml,
205000,2Story,7,6,1976,CBlock,4,2008,Normal,
157000,1Story,5,6,1973,CBlock,3,2008,Normal,
306000,2Story,8,5,1996,PConc,4,2008,Normal,
133000,2Story,5,5,1974,CBlock,4,2008,Normal,
151000,1Story,6,8,1969,CBlock,3,2008,Normal,
111900,1Story,4,6,1969,CBlock,2,2008,Normal,
123000,1Story,5,5,1971,CBlock,3,2008,Normal,
181000,1Story,6,5,1998,PConc,2,2008,Abnorml,
103400,2Story,6,5,1973,CBlock,2,2008,Normal,
100000,2Story,6,5,1973,CBlock,2,2008,Normal,
100500,2Story,6,6,1972,CBlock,2,2008,Normal,
106000,2Story,6,6,1970,CBlock,2,2008,Normal,
85400,2Story,6,5,1971,CBlock,2,2008,Abnorml,
89500,2Story,6,3,1971,CBlock,2,2008,Normal,
111750,2Story,5,5,1972,CBlock,3,2008,Normal,
140000,1Story,6,6,1977,CBlock,2,2008,Abnorml,
143000,2Story,6,6,1975,CBlock,4,2008,Normal,
148500,1Story,7,6,1977,CBlock,2,2008,Normal,
110000,1Story,5,5,1966,CBlock,3,2008,Normal,
426000,2Story,10,5,2007,PConc,3,2008,Partial,
385000,1Story,10,5,2007,PConc,2,2008,Partial,
446261,2Story,9,5,2008,PConc,3,2008,Partial,
317500,1Story,8,5,2007,PConc,3,2008,Partial,
383000,1Story,9,5,2007,PConc,2,2008,Normal,
390000,2Story,9,5,2006,PConc,4,2008,Abnorml,
460000,2Story,10,5,2005,PConc,4,2008,Normal,
379000,2Story,9,5,2005,PConc,3,2008,Normal,
250000,2Story,8,5,2007,PConc,4,2008,Normal,
615000,1Story,10,5,2003,PConc,1,2008,Normal,
412500,2Story,9,5,2003,PConc,3,2008,Normal,
284000,2Story,7,5,2003,PConc,3,2008,Normal,
284000,1Story,8,5,2003,PConc,2,2008,Normal,
421250,2Story,8,5,2001,PConc,4,2008,Normal,
370000,2Story,8,5,2003,PConc,4,2008,Normal,
336860,1Story,9,5,2008,PConc,2,2008,Partial,
367294,1Story,9,5,2008,PConc,1,2008,Partial,
192000,1Story,7,5,2005,PConc,2,2008,Normal,
266000,1Story,9,5,2005,PConc,2,2008,Normal,
370967,1Story,9,5,2007,PConc,2,2008,Partial,
234250,1Story,8,5,2006,PConc,2,2008,Normal,
219500,1Story,8,5,2006,PConc,2,2008,Normal,
155000,2Story,7,5,2003,PConc,2,2008,Normal,
154000,2Story,7,5,2003,PConc,2,2008,Normal,
195000,1Story,7,5,2003,PConc,2,2008,Normal,
219990,1Story,7,5,2004,PConc,2,2008,Normal,
191000,1Story,7,5,2005,PConc,2,2008,Normal,
159895,1Story,7,5,2007,PConc,2,2008,Normal,
187687,1Story,7,5,2007,PConc,2,2008,Partial,
179000,2Story,6,5,2004,PConc,3,2008,Normal,
193000,2Story,6,5,2004,PConc,3,2008,Normal,
190000,SLvl,7,5,2005,PConc,2,2008,Normal,
188000,2Story,7,5,2002,PConc,3,2008,Normal,
213000,2Story,7,5,2003,PConc,4,2008,Normal,
186500,2Story,6,5,2000,PConc,3,2008,Normal,
184000,2Story,7,5,2004,PConc,3,2008,Normal,
284500,2.5Unf,8,5,1997,PConc,3,2008,Normal,
315000,2Story,8,5,1998,PConc,4,2008,Normal,
250000,2Story,8,5,2000,PConc,4,2008,Normal,
291000,2Story,9,5,2000,PConc,4,2008,Normal,
279500,2Story,7,5,1996,PConc,4,2008,Normal,
290000,2Story,8,7,1995,PConc,4,2008,Normal,
350000,1Story,8,6,1995,PConc,2,2008,Normal,
341000,2Story,7,5,1993,PConc,3,2008,Normal,
271000,2Story,7,5,1994,PConc,3,2008,Normal,
214000,2Story,6,5,2007,PConc,4,2008,Normal,
232000,1Story,8,5,2006,PConc,3,2008,Normal,
240000,1Story,7,5,2006,PConc,3,2008,Normal,
264132,1Story,9,5,2008,PConc,2,2008,Partial,
245000,1Story,8,5,2007,PConc,3,2008,Normal,
227680,1Story,7,5,2008,PConc,3,2008,Partial,
257000,2Story,8,5,2007,PConc,3,2008,Normal,
297900,2Story,8,5,2007,PConc,3,2008,Partial,
247000,1Story,8,5,2006,PConc,3,2008,Normal,
212700,1Story,8,5,2007,PConc,3,2008,Partial,
250580,1Story,7,5,2007,PConc,3,2008,Partial,
182000,1Story,7,5,2007,PConc,3,2008,Partial,
250000,2Story,8,5,2003,PConc,3,2008,Normal,
250000,2Story,7,5,2005,PConc,3,2008,Normal,
339750,2Story,8,5,2007,PConc,3,2008,Partial,
205950,2Story,7,6,2007,PConc,3,2008,Normal,
230348,1Story,7,5,2007,PConc,2,2008,Partial,
141000,1Story,7,5,2004,PConc,3,2008,Normal,
188000,2Story,6,5,2003,PConc,3,2008,Normal,
192500,2Story,7,5,2003,PConc,3,2008,Normal,
146000,1Story,6,5,2005,PConc,3,2008,Normal,
159000,1Story,5,5,2004,PConc,3,2008,Normal,
155000,1Story,6,5,2003,PConc,3,2008,Normal,
173000,2Story,6,5,2004,PConc,3,2008,Normal,
170000,1Story,7,5,2007,PConc,3,2008,Normal,
182000,2Story,6,5,1995,PConc,3,2008,Normal,
193500,1Story,6,5,1994,PConc,3,2008,Normal,
190500,2Story,6,5,2001,PConc,3,2008,Normal,
175000,2Story,7,5,1992,PConc,3,2008,Normal,
179200,1Story,6,5,1991,CBlock,3,2008,Normal,
187000,2Story,6,5,1993,PConc,3,2008,Normal,
193000,1Story,6,5,1993,PConc,2,2008,Normal,
128000,1Story,5,5,1963,PConc,3,2008,Normal,
135000,1Story,5,8,1961,CBlock,3,2008,Normal,
115000,1Story,5,5,1968,CBlock,3,2008,Normal,
119916,1Story,5,5,1963,CBlock,3,2008,Abnorml,
142000,1Story,6,8,1961,CBlock,3,2008,Normal,
192000,1Story,6,5,1974,CBlock,3,2008,Normal,
140000,1.5Fin,5,4,1972,CBlock,4,2008,Normal,
290000,2Story,6,5,1990,PConc,4,2008,Normal,
372500,1.5Fin,9,5,1993,PConc,4,2008,Normal,
196000,1Story,7,5,2004,PConc,2,2008,Normal,
171900,2Story,7,5,2006,PConc,2,2008,Normal,
178000,1Story,7,5,2004,PConc,1,2008,Normal,
165000,2Story,6,5,2005,PConc,2,2008,Normal,
146000,2Story,7,5,2007,PConc,2,2008,Abnorml,
179400,2Story,7,5,1999,PConc,3,2008,Normal,
172900,2Story,6,5,1999,PConc,3,2008,Normal,
285000,1Story,9,5,2001,PConc,1,2008,Normal,
305000,1Story,9,5,1999,PConc,2,2008,Normal,
328900,1Story,9,5,1999,PConc,2,2008,Abnorml,
170000,SLvl,7,5,1999,PConc,3,2008,Normal,
223000,2Story,7,5,2001,PConc,3,2008,Normal,
170000,2Story,8,5,1999,PConc,3,2008,Normal,
200000,2Story,8,5,1999,PConc,3,2008,Normal,
345000,2Story,10,5,1998,PConc,2,2008,Normal,
245500,1Story,8,5,1996,PConc,1,2008,Normal,
217500,1Story,8,5,1995,PConc,1,2008,Normal,
324000,1Story,8,5,1993,PConc,1,2008,Normal,
150000,2Story,9,3,1977,CBlock,3,2008,Family,
290000,1Story,8,9,1976,CBlock,3,2008,Normal,
205000,2Story,7,5,2002,PConc,3,2008,Normal,
